ds,region,skill_category,y
2025-08-20,Bengaluru,electrician,23
2025-08-21,Bengaluru,electrician,20
2025-08-22,Bengaluru,electrician,24
2025-08-23,Bengaluru,electrician,12
2025-08-24,Bengaluru,electrician,13
2025-08-25,Bengaluru,electrician,19
2025-08-26,Bengaluru,electrician,26
2025-08-27,Bengaluru,electrician,24
2025-08-28,Bengaluru,electrician,25
2025-08-29,Bengaluru,electrician,22
2025-08-30,Bengaluru,electrician,12
2025-08-31,Bengaluru,electrician,11
2025-09-01,Bengaluru,electrician,20
2025-09-02,Bengaluru,electrician,20
2025-09-03,Bengaluru,electrician,23
2025-09-04,Bengaluru,electrician,20
2025-09-05,Bengaluru,electrician,16
2025-09-06,Bengaluru,electrician,12
2025-09-07,Bengaluru,electrician,10
2025-09-08,Bengaluru,electrician,13
2025-09-09,Bengaluru,electrician,23
2025-09-10,Bengaluru,electrician,21
2025-09-11,Bengaluru,electrician,22
2025-09-12,Bengaluru,electrician,15
2025-09-13,Bengaluru,electrician,15
2025-09-14,Bengaluru,electrician,13
2025-09-15,Bengaluru,electrician,15
2025-09-16,Bengaluru,electrician,21
2025-09-17,Bengaluru,electrician,20
2025-09-18,Bengaluru,electrician,16
2025-09-19,Bengaluru,electrician,19
2025-09-20,Bengaluru,electrician,14
2025-09-21,Bengaluru,electrician,9
2025-09-22,Bengaluru,electrician,21
2025-09-23,Bengaluru,electrician,15
2025-09-24,Bengaluru,electrician,17
2025-09-25,Bengaluru,electrician,20
2025-09-26,Bengaluru,electrician,18
2025-09-27,Bengaluru,electrician,12
2025-09-28,Bengaluru,electrician,11
2025-09-29,Bengaluru,electrician,20
2025-09-30,Bengaluru,electrician,21
2025-10-01,Bengaluru,electrician,27
2025-10-02,Bengaluru,electrician,28
2025-10-03,Bengaluru,electrician,24
2025-10-04,Bengaluru,electrician,22
2025-10-05,Bengaluru,electrician,12
2025-10-06,Bengaluru,electrician,31
2025-10-07,Bengaluru,electrician,26
2025-10-08,Bengaluru,electrician,23
2025-10-09,Bengaluru,electrician,31
2025-10-10,Bengaluru,electrician,25
2025-10-11,Bengaluru,electrician,19
2025-10-12,Bengaluru,electrician,16
2025-10-13,Bengaluru,electrician,26
2025-10-14,Bengaluru,electrician,24
2025-10-15,Bengaluru,electrician,31
2025-10-16,Bengaluru,electrician,26
2025-10-17,Bengaluru,electrician,27
2025-10-18,Bengaluru,electrician,13
2025-10-19,Bengaluru,electrician,15
2025-10-20,Bengaluru,electrician,23
2025-10-21,Bengaluru,electrician,32
2025-10-22,Bengaluru,electrician,30
2025-10-23,Bengaluru,electrician,27
2025-10-24,Bengaluru,electrician,27
2025-10-25,Bengaluru,electrician,15
2025-10-26,Bengaluru,electrician,17
2025-10-27,Bengaluru,electrician,31
2025-10-28,Bengaluru,electrician,28
2025-10-29,Bengaluru,electrician,33
2025-10-30,Bengaluru,electrician,25
2025-10-31,Bengaluru,electrician,23
2025-11-01,Bengaluru,electrician,18
2025-11-02,Bengaluru,electrician,15
2025-11-03,Bengaluru,electrician,24
2025-11-04,Bengaluru,electrician,28
2025-11-05,Bengaluru,electrician,29
2025-11-06,Bengaluru,electrician,23
2025-11-07,Bengaluru,electrician,27
2025-11-08,Bengaluru,electrician,20
2025-11-09,Bengaluru,electrician,14
2025-11-10,Bengaluru,electrician,29
2025-11-11,Bengaluru,electrician,23
2025-11-12,Bengaluru,electrician,29
2025-11-13,Bengaluru,electrician,23
2025-11-14,Bengaluru,electrician,22
2025-11-15,Bengaluru,electrician,16
2025-11-16,Bengaluru,electrician,12
2025-11-17,Bengaluru,electrician,24
2025-11-18,Bengaluru,electrician,26
2025-11-19,Bengaluru,electrician,31
2025-11-20,Bengaluru,electrician,26
2025-11-21,Bengaluru,electrician,21
2025-11-22,Bengaluru,electrician,20
2025-11-23,Bengaluru,electrician,13
2025-11-24,Bengaluru,electrician,25
2025-11-25,Bengaluru,electrician,28
2025-11-26,Bengaluru,electrician,29
2025-11-27,Bengaluru,electrician,30
2025-11-28,Bengaluru,electrician,27
2025-11-29,Bengaluru,electrician,16
2025-11-30,Bengaluru,electrician,18
2025-12-01,Bengaluru,electrician,17
2025-12-02,Bengaluru,electrician,18
2025-12-03,Bengaluru,electrician,21
2025-12-04,Bengaluru,electrician,18
2025-12-05,Bengaluru,electrician,18
2025-12-06,Bengaluru,electrician,15
2025-12-07,Bengaluru,electrician,9
2025-12-08,Bengaluru,electrician,16
2025-12-09,Bengaluru,electrician,18
2025-12-10,Bengaluru,electrician,21
2025-12-11,Bengaluru,electrician,15
2025-12-12,Bengaluru,electrician,13
2025-12-13,Bengaluru,electrician,11
2025-12-14,Bengaluru,electrician,8
2025-12-15,Bengaluru,electrician,16
2025-12-16,Bengaluru,electrician,19
2025-12-17,Bengaluru,electrician,17
2025-12-18,Bengaluru,electrician,15
2025-12-19,Bengaluru,electrician,17
2025-12-20,Bengaluru,electrician,13
2025-12-21,Bengaluru,electrician,8
2025-12-22,Bengaluru,electrician,19
2025-12-23,Bengaluru,electrician,20
2025-12-24,Bengaluru,electrician,21
2025-12-25,Bengaluru,electrician,21
2025-12-26,Bengaluru,electrician,22
2025-12-27,Bengaluru,electrician,11
2025-12-28,Bengaluru,electrician,10
2025-12-29,Bengaluru,electrician,16
2025-12-30,Bengaluru,electrician,18
2025-12-31,Bengaluru,electrician,22
2026-01-01,Bengaluru,electrician,15
2026-01-02,Bengaluru,electrician,15
2026-01-03,Bengaluru,electrician,14
2026-01-04,Bengaluru,electrician,11
2026-01-05,Bengaluru,electrician,16
2026-01-06,Bengaluru,electrician,20
2026-01-07,Bengaluru,electrician,20
2026-01-08,Bengaluru,electrician,21
2026-01-09,Bengaluru,electrician,17
2026-01-10,Bengaluru,electrician,14
2026-01-11,Bengaluru,electrician,12
2026-01-12,Bengaluru,electrician,19
2026-01-13,Bengaluru,electrician,18
2026-01-14,Bengaluru,electrician,21
2026-01-15,Bengaluru,electrician,17
2026-01-16,Bengaluru,electrician,22
2026-01-17,Bengaluru,electrician,12
2026-01-18,Bengaluru,electrician,9
2026-01-19,Bengaluru,electrician,16
2026-01-20,Bengaluru,electrician,21
2026-01-21,Bengaluru,electrician,21
2026-01-22,Bengaluru,electrician,17
2026-01-23,Bengaluru,electrician,19
2026-01-24,Bengaluru,electrician,10
2026-01-25,Bengaluru,electrician,10
2026-01-26,Bengaluru,electrician,18
2026-01-27,Bengaluru,electrician,22
2026-01-28,Bengaluru,electrician,17
2026-01-29,Bengaluru,electrician,15
2026-01-30,Bengaluru,electrician,16
2026-01-31,Bengaluru,electrician,10
2026-02-01,Bengaluru,electrician,11
2026-02-02,Bengaluru,electrician,21
2026-02-03,Bengaluru,electrician,19
2026-02-04,Bengaluru,electrician,22
2026-02-05,Bengaluru,electrician,19
2026-02-06,Bengaluru,electrician,17
2026-02-07,Bengaluru,electrician,12
2026-02-08,Bengaluru,electrician,9
2026-02-09,Bengaluru,electrician,14
2026-02-10,Bengaluru,electrician,19
2026-02-11,Bengaluru,electrician,19
2026-02-12,Bengaluru,electrician,20
2026-02-13,Bengaluru,electrician,18
2026-02-14,Bengaluru,electrician,12
2026-02-15,Bengaluru,electrician,9
2026-02-16,Bengaluru,electrician,18
2026-02-17,Bengaluru,electrician,20
2026-02-18,Bengaluru,electrician,17
2026-02-19,Bengaluru,electrician,19
2026-02-20,Bengaluru,electrician,18
2026-02-21,Bengaluru,electrician,11
2026-02-22,Bengaluru,electrician,9
2026-02-23,Bengaluru,electrician,18
2026-02-24,Bengaluru,electrician,16
2026-02-25,Bengaluru,electrician,20
2026-02-26,Bengaluru,electrician,16
2026-02-27,Bengaluru,electrician,20
2026-02-28,Bengaluru,electrician,16
2026-03-01,Bengaluru,electrician,10
2026-03-02,Bengaluru,electrician,21
2026-03-03,Bengaluru,electrician,19
2026-03-04,Bengaluru,electrician,24
2026-03-05,Bengaluru,electrician,17
2026-03-06,Bengaluru,electrician,21
2026-03-07,Bengaluru,electrician,12
2026-03-08,Bengaluru,electrician,10
2026-03-09,Bengaluru,electrician,17
2026-03-10,Bengaluru,electrician,23
2026-03-11,Bengaluru,electrician,19
2026-03-12,Bengaluru,electrician,22
2026-03-13,Bengaluru,electrician,19
2026-03-14,Bengaluru,electrician,14
2026-03-15,Bengaluru,electrician,11
2026-03-16,Bengaluru,electrician,18
2026-03-17,Bengaluru,electrician,21
2026-03-18,Bengaluru,electrician,26
2026-03-19,Bengaluru,electrician,19
2026-03-20,Bengaluru,electrician,22
2026-03-21,Bengaluru,electrician,16
2026-03-22,Bengaluru,electrician,10
2026-03-23,Bengaluru,electrician,16
2026-03-24,Bengaluru,electrician,21
2026-03-25,Bengaluru,electrician,20
2026-03-26,Bengaluru,electrician,25
2026-03-27,Bengaluru,electrician,20
2026-03-28,Bengaluru,electrician,12
2026-03-29,Bengaluru,electrician,9
2026-03-30,Bengaluru,electrician,22
2026-03-31,Bengaluru,electrician,19
2026-04-01,Bengaluru,electrician,27
2026-04-02,Bengaluru,electrician,29
2026-04-03,Bengaluru,electrician,23
2026-04-04,Bengaluru,electrician,17
2026-04-05,Bengaluru,electrician,14
2026-04-06,Bengaluru,electrician,27
2026-04-07,Bengaluru,electrician,28
2026-04-08,Bengaluru,electrician,27
2026-04-09,Bengaluru,electrician,26
2026-04-10,Bengaluru,electrician,24
2026-04-11,Bengaluru,electrician,14
2026-04-12,Bengaluru,electrician,14
2026-04-13,Bengaluru,electrician,30
2026-04-14,Bengaluru,electrician,23
2026-04-15,Bengaluru,electrician,25
2026-04-16,Bengaluru,electrician,23
2026-04-17,Bengaluru,electrician,27
2026-04-18,Bengaluru,electrician,18
2026-04-19,Bengaluru,electrician,13
2026-04-20,Bengaluru,electrician,22
2026-04-21,Bengaluru,electrician,26
2026-04-22,Bengaluru,electrician,22
2026-04-23,Bengaluru,electrician,27
2026-04-24,Bengaluru,electrician,27
2026-04-25,Bengaluru,electrician,15
2026-04-26,Bengaluru,electrician,11
2026-04-27,Bengaluru,electrician,30
2026-04-28,Bengaluru,electrician,24
2026-04-29,Bengaluru,electrician,31
2026-04-30,Bengaluru,electrician,26
2026-05-01,Bengaluru,electrician,24
2026-05-02,Bengaluru,electrician,18
2026-05-03,Bengaluru,electrician,12
2026-05-04,Bengaluru,electrician,25
2026-05-05,Bengaluru,electrician,25
2026-05-06,Bengaluru,electrician,23
2026-05-07,Bengaluru,electrician,27
2026-05-08,Bengaluru,electrician,24
2026-05-09,Bengaluru,electrician,17
2026-05-10,Bengaluru,electrician,12
2026-05-11,Bengaluru,electrician,30
2026-05-12,Bengaluru,electrician,29
2026-05-13,Bengaluru,electrician,31
2026-05-14,Bengaluru,electrician,25
2026-05-15,Bengaluru,electrician,20
2026-05-16,Bengaluru,electrician,22
2026-05-17,Bengaluru,electrician,14
2026-05-18,Bengaluru,electrician,23
2026-05-19,Bengaluru,electrician,28
2026-05-20,Bengaluru,electrician,32
2026-05-21,Bengaluru,electrician,26
2026-05-22,Bengaluru,electrician,29
2026-05-23,Bengaluru,electrician,20
2026-05-24,Bengaluru,electrician,12
2026-05-25,Bengaluru,electrician,23
2026-05-26,Bengaluru,electrician,29
2026-05-27,Bengaluru,electrician,19
2026-05-28,Bengaluru,electrician,26
2026-05-29,Bengaluru,electrician,21
2026-05-30,Bengaluru,electrician,17
2026-05-31,Bengaluru,electrician,13
2026-06-01,Bengaluru,electrician,23
2026-06-02,Bengaluru,electrician,24
2026-06-03,Bengaluru,electrician,23
2026-06-04,Bengaluru,electrician,32
2026-06-05,Bengaluru,electrician,30
2026-06-06,Bengaluru,electrician,15
2026-06-07,Bengaluru,electrician,16
2026-06-08,Bengaluru,electrician,23
2026-06-09,Bengaluru,electrician,26
2026-06-10,Bengaluru,electrician,27
2026-06-11,Bengaluru,electrician,24
2026-06-12,Bengaluru,electrician,27
2026-06-13,Bengaluru,electrician,17
2026-06-14,Bengaluru,electrician,13
2026-06-15,Bengaluru,electrician,21
2026-06-16,Bengaluru,electrician,23
2026-06-17,Bengaluru,electrician,22
2026-06-18,Bengaluru,electrician,26
2026-06-19,Bengaluru,electrician,21
2026-06-20,Bengaluru,electrician,17
2026-06-21,Bengaluru,electrician,16
2026-06-22,Bengaluru,electrician,28
2026-06-23,Bengaluru,electrician,26
2026-06-24,Bengaluru,electrician,27
2026-06-25,Bengaluru,electrician,31
2026-06-26,Bengaluru,electrician,26
2026-06-27,Bengaluru,electrician,16
2026-06-28,Bengaluru,electrician,11
2026-06-29,Bengaluru,electrician,26
2026-06-30,Bengaluru,electrician,28
2026-07-01,Bengaluru,electrician,25
2026-07-02,Bengaluru,electrician,27
2026-07-03,Bengaluru,electrician,23
2026-07-04,Bengaluru,electrician,17
2026-07-05,Bengaluru,electrician,9
2026-07-06,Bengaluru,electrician,24
2026-07-07,Bengaluru,electrician,29
2026-07-08,Bengaluru,electrician,25
2026-07-09,Bengaluru,electrician,26
2026-07-10,Bengaluru,electrician,22
2026-07-11,Bengaluru,electrician,18
2026-07-12,Bengaluru,electrician,13
2026-07-13,Bengaluru,electrician,22
2026-07-14,Bengaluru,electrician,30
2026-07-15,Bengaluru,electrician,30
2026-07-16,Bengaluru,electrician,24
2026-07-17,Bengaluru,electrician,26
2026-07-18,Bengaluru,electrician,18
2026-07-19,Bengaluru,electrician,15
2026-07-20,Bengaluru,electrician,20
2026-07-21,Bengaluru,electrician,29
2026-07-22,Bengaluru,electrician,25
2026-07-23,Bengaluru,electrician,25
2026-07-24,Bengaluru,electrician,32
2026-07-25,Bengaluru,electrician,18
2026-07-26,Bengaluru,electrician,13
2026-07-27,Bengaluru,electrician,18
2026-07-28,Bengaluru,electrician,30
2026-07-29,Bengaluru,electrician,23
2026-07-30,Bengaluru,electrician,23
2026-07-31,Bengaluru,electrician,24
2026-08-01,Bengaluru,electrician,20
2026-08-02,Bengaluru,electrician,15
2026-08-03,Bengaluru,electrician,24
2026-08-04,Bengaluru,electrician,27
2026-08-05,Bengaluru,electrician,25
2026-08-06,Bengaluru,electrician,26
2026-08-07,Bengaluru,electrician,25
2026-08-08,Bengaluru,electrician,19
2026-08-09,Bengaluru,electrician,15
2026-08-10,Bengaluru,electrician,26
2026-08-11,Bengaluru,electrician,25
2026-08-12,Bengaluru,electrician,30
2026-08-13,Bengaluru,electrician,26
2026-08-14,Bengaluru,electrician,22
2026-08-15,Bengaluru,electrician,17
2026-08-16,Bengaluru,electrician,14
2026-08-17,Bengaluru,electrician,28
2026-08-18,Bengaluru,electrician,26
2026-08-19,Bengaluru,electrician,23
2026-08-20,Bengaluru,electrician,26
2026-08-21,Bengaluru,electrician,25
2026-08-22,Bengaluru,electrician,18
2026-08-23,Bengaluru,electrician,15
2026-08-24,Bengaluru,electrician,28
2026-08-25,Bengaluru,electrician,24
2026-08-26,Bengaluru,electrician,25
2026-08-27,Bengaluru,electrician,23
2026-08-28,Bengaluru,electrician,27
2025-08-01,Bengaluru,plumber,25
2025-08-02,Bengaluru,plumber,15
2025-08-03,Bengaluru,plumber,12
2025-08-04,Bengaluru,plumber,25
2025-08-05,Bengaluru,plumber,24
2025-08-06,Bengaluru,plumber,25
2025-08-07,Bengaluru,plumber,19
2025-08-08,Bengaluru,plumber,23
2025-08-09,Bengaluru,plumber,13
2025-08-10,Bengaluru,plumber,10
2025-08-11,Bengaluru,plumber,21
2025-08-12,Bengaluru,plumber,21
2025-08-13,Bengaluru,plumber,23
2025-08-14,Bengaluru,plumber,19
2025-08-15,Bengaluru,plumber,24
2025-08-16,Bengaluru,plumber,17
2025-08-17,Bengaluru,plumber,9
2025-08-18,Bengaluru,plumber,24
2025-08-19,Bengaluru,plumber,21
2025-08-20,Bengaluru,plumber,26
2025-08-21,Bengaluru,plumber,23
2025-08-22,Bengaluru,plumber,22
2025-08-23,Bengaluru,plumber,15
2025-08-24,Bengaluru,plumber,14
2025-08-25,Bengaluru,plumber,19
2025-08-26,Bengaluru,plumber,25
2025-08-27,Bengaluru,plumber,27
2025-08-28,Bengaluru,plumber,25
2025-08-29,Bengaluru,plumber,28
2025-08-30,Bengaluru,plumber,14
2025-08-31,Bengaluru,plumber,13
2025-09-01,Bengaluru,plumber,14
2025-09-02,Bengaluru,plumber,18
2025-09-03,Bengaluru,plumber,16
2025-09-04,Bengaluru,plumber,15
2025-09-05,Bengaluru,plumber,17
2025-09-06,Bengaluru,plumber,10
2025-09-07,Bengaluru,plumber,7
2025-09-08,Bengaluru,plumber,14
2025-09-09,Bengaluru,plumber,16
2025-09-10,Bengaluru,plumber,19
2025-09-11,Bengaluru,plumber,16
2025-09-12,Bengaluru,plumber,17
2025-09-13,Bengaluru,plumber,9
2025-09-14,Bengaluru,plumber,8
2025-09-15,Bengaluru,plumber,14
2025-09-16,Bengaluru,plumber,15
2025-09-17,Bengaluru,plumber,16
2025-09-18,Bengaluru,plumber,17
2025-09-19,Bengaluru,plumber,14
2025-09-20,Bengaluru,plumber,10
2025-09-21,Bengaluru,plumber,8
2025-09-22,Bengaluru,plumber,13
2025-09-23,Bengaluru,plumber,15
2025-09-24,Bengaluru,plumber,16
2025-09-25,Bengaluru,plumber,15
2025-09-26,Bengaluru,plumber,15
2025-09-27,Bengaluru,plumber,10
2025-09-28,Bengaluru,plumber,8
2025-09-29,Bengaluru,plumber,17
2025-09-30,Bengaluru,plumber,13
2025-10-01,Bengaluru,plumber,20
2025-10-02,Bengaluru,plumber,28
2025-10-03,Bengaluru,plumber,17
2025-10-04,Bengaluru,plumber,12
2025-10-05,Bengaluru,plumber,12
2025-10-06,Bengaluru,plumber,15
2025-10-07,Bengaluru,plumber,20
2025-10-08,Bengaluru,plumber,28
2025-10-09,Bengaluru,plumber,17
2025-10-10,Bengaluru,plumber,15
2025-10-11,Bengaluru,plumber,11
2025-10-12,Bengaluru,plumber,12
2025-10-13,Bengaluru,plumber,23
2025-10-14,Bengaluru,plumber,20
2025-10-15,Bengaluru,plumber,24
2025-10-16,Bengaluru,plumber,25
2025-10-17,Bengaluru,plumber,24
2025-10-18,Bengaluru,plumber,14
2025-10-19,Bengaluru,plumber,8
2025-10-20,Bengaluru,plumber,18
2025-10-21,Bengaluru,plumber,20
2025-10-22,Bengaluru,plumber,21
2025-10-23,Bengaluru,plumber,21
2025-10-24,Bengaluru,plumber,23
2025-10-25,Bengaluru,plumber,16
2025-10-26,Bengaluru,plumber,11
2025-10-27,Bengaluru,plumber,23
2025-10-28,Bengaluru,plumber,22
2025-10-29,Bengaluru,plumber,22
2025-10-30,Bengaluru,plumber,23
2025-10-31,Bengaluru,plumber,20
2025-11-01,Bengaluru,plumber,18
2025-11-02,Bengaluru,plumber,9
2025-11-03,Bengaluru,plumber,19
2025-11-04,Bengaluru,plumber,21
2025-11-05,Bengaluru,plumber,23
2025-11-06,Bengaluru,plumber,24
2025-11-07,Bengaluru,plumber,20
2025-11-08,Bengaluru,plumber,12
2025-11-09,Bengaluru,plumber,12
2025-11-10,Bengaluru,plumber,22
2025-11-11,Bengaluru,plumber,16
2025-11-12,Bengaluru,plumber,22
2025-11-13,Bengaluru,plumber,17
2025-11-14,Bengaluru,plumber,19
2025-11-15,Bengaluru,plumber,13
2025-11-16,Bengaluru,plumber,12
2025-11-17,Bengaluru,plumber,21
2025-11-18,Bengaluru,plumber,18
2025-11-19,Bengaluru,plumber,25
2025-11-20,Bengaluru,plumber,18
2025-11-21,Bengaluru,plumber,21
2025-11-22,Bengaluru,plumber,13
2025-11-23,Bengaluru,plumber,11
2025-11-24,Bengaluru,plumber,22
2025-11-25,Bengaluru,plumber,23
2025-11-26,Bengaluru,plumber,26
2025-11-27,Bengaluru,plumber,21
2025-11-28,Bengaluru,plumber,21
2025-11-29,Bengaluru,plumber,14
2025-11-30,Bengaluru,plumber,11
2025-12-01,Bengaluru,plumber,14
2025-12-02,Bengaluru,plumber,14
2025-12-03,Bengaluru,plumber,12
2025-12-04,Bengaluru,plumber,15
2025-12-05,Bengaluru,plumber,14
2025-12-06,Bengaluru,plumber,9
2025-12-07,Bengaluru,plumber,6
2025-12-08,Bengaluru,plumber,16
2025-12-09,Bengaluru,plumber,15
2025-12-10,Bengaluru,plumber,15
2025-12-11,Bengaluru,plumber,12
2025-12-12,Bengaluru,plumber,12
2025-12-13,Bengaluru,plumber,11
2025-12-14,Bengaluru,plumber,8
2025-12-15,Bengaluru,plumber,13
2025-12-16,Bengaluru,plumber,15
2025-12-17,Bengaluru,plumber,14
2025-12-18,Bengaluru,plumber,17
2025-12-19,Bengaluru,plumber,16
2025-12-20,Bengaluru,plumber,9
2025-12-21,Bengaluru,plumber,7
2025-12-22,Bengaluru,plumber,9
2025-12-23,Bengaluru,plumber,12
2025-12-24,Bengaluru,plumber,13
2025-12-25,Bengaluru,plumber,15
2025-12-26,Bengaluru,plumber,13
2025-12-27,Bengaluru,plumber,8
2025-12-28,Bengaluru,plumber,7
2025-12-29,Bengaluru,plumber,15
2025-12-30,Bengaluru,plumber,15
2025-12-31,Bengaluru,plumber,12
2026-01-01,Bengaluru,plumber,14
2026-01-02,Bengaluru,plumber,11
2026-01-03,Bengaluru,plumber,11
2026-01-04,Bengaluru,plumber,8
2026-01-05,Bengaluru,plumber,12
2026-01-06,Bengaluru,plumber,13
2026-01-07,Bengaluru,plumber,14
2026-01-08,Bengaluru,plumber,11
2026-01-09,Bengaluru,plumber,14
2026-01-10,Bengaluru,plumber,9
2026-01-11,Bengaluru,plumber,9
2026-01-12,Bengaluru,plumber,12
2026-01-13,Bengaluru,plumber,13
2026-01-14,Bengaluru,plumber,12
2026-01-15,Bengaluru,plumber,13
2026-01-16,Bengaluru,plumber,12
2026-01-17,Bengaluru,plumber,11
2026-01-18,Bengaluru,plumber,7
2026-01-19,Bengaluru,plumber,14
2026-01-20,Bengaluru,plumber,14
2026-01-21,Bengaluru,plumber,13
2026-01-22,Bengaluru,plumber,14
2026-01-23,Bengaluru,plumber,15
2026-01-24,Bengaluru,plumber,8
2026-01-25,Bengaluru,plumber,8
2026-01-26,Bengaluru,plumber,12
2026-01-27,Bengaluru,plumber,14
2026-01-28,Bengaluru,plumber,16
2026-01-29,Bengaluru,plumber,13
2026-01-30,Bengaluru,plumber,14
2026-01-31,Bengaluru,plumber,9
2026-02-01,Bengaluru,plumber,8
2026-02-02,Bengaluru,plumber,10
2026-02-03,Bengaluru,plumber,11
2026-02-04,Bengaluru,plumber,16
2026-02-05,Bengaluru,plumber,16
2026-02-06,Bengaluru,plumber,12
2026-02-07,Bengaluru,plumber,9
2026-02-08,Bengaluru,plumber,8
2026-02-09,Bengaluru,plumber,15
2026-02-10,Bengaluru,plumber,11
2026-02-11,Bengaluru,plumber,14
2026-02-12,Bengaluru,plumber,14
2026-02-13,Bengaluru,plumber,15
2026-02-14,Bengaluru,plumber,13
2026-02-15,Bengaluru,plumber,7
2026-02-16,Bengaluru,plumber,12
2026-02-17,Bengaluru,plumber,15
2026-02-18,Bengaluru,plumber,18
2026-02-19,Bengaluru,plumber,15
2026-02-20,Bengaluru,plumber,12
2026-02-21,Bengaluru,plumber,11
2026-02-22,Bengaluru,plumber,8
2026-02-23,Bengaluru,plumber,12
2026-02-24,Bengaluru,plumber,15
2026-02-25,Bengaluru,plumber,17
2026-02-26,Bengaluru,plumber,17
2026-02-27,Bengaluru,plumber,14
2026-02-28,Bengaluru,plumber,9
2026-03-01,Bengaluru,plumber,10
2026-03-02,Bengaluru,plumber,13
2026-03-03,Bengaluru,plumber,17
2026-03-04,Bengaluru,plumber,14
2026-03-05,Bengaluru,plumber,19
2026-03-06,Bengaluru,plumber,15
2026-03-07,Bengaluru,plumber,13
2026-03-08,Bengaluru,plumber,9
2026-03-09,Bengaluru,plumber,13
2026-03-10,Bengaluru,plumber,19
2026-03-11,Bengaluru,plumber,20
2026-03-12,Bengaluru,plumber,18
2026-03-13,Bengaluru,plumber,14
2026-03-14,Bengaluru,plumber,11
2026-03-15,Bengaluru,plumber,9
2026-03-16,Bengaluru,plumber,14
2026-03-17,Bengaluru,plumber,20
2026-03-18,Bengaluru,plumber,18
2026-03-19,Bengaluru,plumber,11
2026-03-20,Bengaluru,plumber,16
2026-03-21,Bengaluru,plumber,11
2026-03-22,Bengaluru,plumber,9
2026-03-23,Bengaluru,plumber,15
2026-03-24,Bengaluru,plumber,18
2026-03-25,Bengaluru,plumber,20
2026-03-26,Bengaluru,plumber,17
2026-03-27,Bengaluru,plumber,15
2026-03-28,Bengaluru,plumber,11
2026-03-29,Bengaluru,plumber,9
2026-03-30,Bengaluru,plumber,14
2026-03-31,Bengaluru,plumber,18
2026-04-01,Bengaluru,plumber,20
2026-04-02,Bengaluru,plumber,22
2026-04-03,Bengaluru,plumber,20
2026-04-04,Bengaluru,plumber,11
2026-04-05,Bengaluru,plumber,11
2026-04-06,Bengaluru,plumber,15
2026-04-07,Bengaluru,plumber,20
2026-04-08,Bengaluru,plumber,18
2026-04-09,Bengaluru,plumber,16
2026-04-10,Bengaluru,plumber,18
2026-04-11,Bengaluru,plumber,8
2026-04-12,Bengaluru,plumber,8
2026-04-13,Bengaluru,plumber,17
2026-04-14,Bengaluru,plumber,19
2026-04-15,Bengaluru,plumber,18
2026-04-16,Bengaluru,plumber,15
2026-04-17,Bengaluru,plumber,16
2026-04-18,Bengaluru,plumber,13
2026-04-19,Bengaluru,plumber,10
2026-04-20,Bengaluru,plumber,17
2026-04-21,Bengaluru,plumber,21
2026-04-22,Bengaluru,plumber,20
2026-04-23,Bengaluru,plumber,17
2026-04-24,Bengaluru,plumber,17
2026-04-25,Bengaluru,plumber,10
2026-04-26,Bengaluru,plumber,10
2026-04-27,Bengaluru,plumber,20
2026-04-28,Bengaluru,plumber,20
2026-04-29,Bengaluru,plumber,23
2026-04-30,Bengaluru,plumber,18
2026-05-01,Bengaluru,plumber,20
2026-05-02,Bengaluru,plumber,12
2026-05-03,Bengaluru,plumber,11
2026-05-04,Bengaluru,plumber,18
2026-05-05,Bengaluru,plumber,20
2026-05-06,Bengaluru,plumber,23
2026-05-07,Bengaluru,plumber,18
2026-05-08,Bengaluru,plumber,18
2026-05-09,Bengaluru,plumber,14
2026-05-10,Bengaluru,plumber,10
2026-05-11,Bengaluru,plumber,15
2026-05-12,Bengaluru,plumber,23
2026-05-13,Bengaluru,plumber,18
2026-05-14,Bengaluru,plumber,19
2026-05-15,Bengaluru,plumber,20
2026-05-16,Bengaluru,plumber,11
2026-05-17,Bengaluru,plumber,9
2026-05-18,Bengaluru,plumber,18
2026-05-19,Bengaluru,plumber,15
2026-05-20,Bengaluru,plumber,19
2026-05-21,Bengaluru,plumber,19
2026-05-22,Bengaluru,plumber,17
2026-05-23,Bengaluru,plumber,10
2026-05-24,Bengaluru,plumber,12
2026-05-25,Bengaluru,plumber,18
2026-05-26,Bengaluru,plumber,22
2026-05-27,Bengaluru,plumber,19
2026-05-28,Bengaluru,plumber,17
2026-05-29,Bengaluru,plumber,18
2026-05-30,Bengaluru,plumber,12
2026-05-31,Bengaluru,plumber,8
2026-06-01,Bengaluru,plumber,28
2026-06-02,Bengaluru,plumber,24
2026-06-03,Bengaluru,plumber,21
2026-06-04,Bengaluru,plumber,30
2026-06-05,Bengaluru,plumber,23
2026-06-06,Bengaluru,plumber,16
2026-06-07,Bengaluru,plumber,11
2026-06-08,Bengaluru,plumber,29
2026-06-09,Bengaluru,plumber,22
2026-06-10,Bengaluru,plumber,27
2026-06-11,Bengaluru,plumber,28
2026-06-12,Bengaluru,plumber,26
2026-06-13,Bengaluru,plumber,17
2026-06-14,Bengaluru,plumber,11
2026-06-15,Bengaluru,plumber,22
2026-06-16,Bengaluru,plumber,26
2026-06-17,Bengaluru,plumber,24
2026-06-18,Bengaluru,plumber,26
2026-06-19,Bengaluru,plumber,26
2026-06-20,Bengaluru,plumber,19
2026-06-21,Bengaluru,plumber,11
